,BER_SPO1/18/11,OSNR_SPO1/18/11,BER_SPO2/18/11,OSNR_SPO2/18/11,InputPower_Ampli1,OutputPower_Ampli1,InputPower_Ampli2,OutputPower_Ampli2,InputPower_Ampli3,OutputPower_Ampli3,InputPower_Ampli4,OutputPower_Ampli4,Failure
1623394635,2.14e-08,38.525,8.73e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394638,1.72e-08,38.6,8.68e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394641,2.17e-08,38.5,8.61e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394644,2.16e-08,38.5,8.66e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394647,2.1e-08,38.6,8.69e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394650,2.17e-08,38.5,8.69e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394651,2.1774999999999998e-08,38.5,8.6625e-07,23.474999999999998,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394654,2.2e-08,38.5,8.58e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394657,2.13e-08,38.6,8.54e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394660,2.16e-08,38.6,8.55e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394663,2.22e-08,38.6,8.53e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394664,2.225e-08,38.575,8.5425e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394667,2.24e-08,38.5,8.58e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394670,2.14e-08,38.5,8.58e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394673,2.11e-08,38.6,8.54e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394676,2.17e-08,37.3,8.53e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394679,2.08e-08,38.6,8.59e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394680,2.1025e-08,38.6,8.58e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394683,2.17e-08,38.6,8.55e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394686,2.25e-08,38.6,8.46e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394689,2.19e-08,38.6,8.48e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394692,2.15e-08,37.6,8.54e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394696,2.11e-08,37.8,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394699,2.13e-08,38.6,8.48e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394702,2.24e-08,38.6,8.48e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394705,2.2e-08,38.6,8.49e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394708,2.24e-08,38.5,8.46e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394709,2.2249999999999997e-08,38.525,8.43e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394712,2.18e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394715,2.19e-08,37.3,8.36e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394718,2.22e-08,38.6,8.39e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394721,2.3e-08,37.3,8.28e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394724,2.21e-08,38.6,8.25e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394725,2.075e-08,38.6,8.2475e-07,23.575000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394728,1.67e-08,38.6,8.24e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394731,2.22e-08,38.6,8.27e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394734,2.13e-08,38.5,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394737,2.26e-08,38.6,8.26e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394741,2.29e-08,38.6,8.32e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394744,2.28e-08,36.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394747,2.24e-08,38.6,8.37e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394750,2.24e-08,38.5,8.34e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394753,2.23e-08,37.8,8.41e-07,23.2,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394754,2.2225e-08,37.949999999999996,8.404999999999999e-07,23.275,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394757,2.2e-08,38.4,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394760,2.2e-08,38.6,8.38e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394763,2.22e-08,38.6,6.28e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394766,2.21e-08,38.5,8.35e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394769,2.25e-08,38.0,8.39e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394770,2.255e-08,38.15,8.367500000000001e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394773,2.27e-08,38.6,8.3e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394776,2.14e-08,38.6,8.31e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394779,2.26e-08,38.6,8.31e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394782,2.2e-08,38.6,8.29e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394786,2.27e-08,38.5,8.25e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394789,2.14e-08,38.5,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394792,2.12e-08,38.6,8.3e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394795,2.21e-08,38.6,8.22e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394798,2.05e-08,37.7,8.3e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394802,2.12e-08,37.0,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394805,2.19e-08,38.6,8.26e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394808,2.14e-08,38.6,8.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394811,2.2e-08,38.0,8.22e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394814,2.31e-08,38.6,8.33e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394815,2.2925e-08,38.400000000000006,8.335e-07,23.625,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394818,2.24e-08,37.8,8.35e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394821,2.18e-08,38.6,8.3e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394824,2.28e-08,38.1,8.35e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394827,2.29e-08,38.6,8.31e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394830,2.2e-08,38.6,8.35e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394831,2.065e-08,38.5,8.345e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394834,1.66e-08,38.2,8.33e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394837,2.26e-08,38.6,8.39e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394840,2.19e-08,38.6,8.29e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394843,2.29e-08,38.6,8.31e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394847,2.11e-08,38.6,8.38e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394850,2.13e-08,38.6,8.33e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394853,2.18e-08,38.5,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394856,2.18e-08,38.6,8.31e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394859,2.21e-08,38.6,8.35e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394863,2.29e-08,38.5,8.29e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394866,2.22e-08,38.5,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394869,2.15e-08,38.6,6.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394872,2.23e-08,38.6,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394875,2.22e-08,38.0,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394876,2.2275e-08,38.125,8.4025e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394879,2.25e-08,38.5,8.41e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394882,2.31e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394885,2.22e-08,38.6,8.3e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394888,2.18e-08,38.5,8.37e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394892,2.15e-08,38.6,8.41e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394895,2.23e-08,38.6,8.38e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394898,2.3e-08,37.7,8.45e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394901,2.25e-08,38.5,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394904,2.21e-08,38.6,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394905,2.2125e-08,38.575,8.3275e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394908,2.22e-08,38.5,8.32e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394911,2.34e-08,38.6,8.34e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394914,2.26e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394917,2.22e-08,38.5,8.32e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394920,2.19e-08,38.6,8.29e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394921,2.215e-08,38.575,8.322500000000001e-07,23.625000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394924,2.29e-08,38.5,8.42e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394927,2.2e-08,38.5,8.41e-07,23.2,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394930,2.22e-08,38.5,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394933,2.23e-08,38.6,8.52e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394937,2.26e-08,38.6,8.4e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394940,2.17e-08,38.6,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394943,2.26e-08,38.5,6.27e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394946,2.23e-08,36.7,8.37e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394949,2.32e-08,38.6,8.39e-07,23.2,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394950,2.3225e-08,38.6,8.39e-07,23.224999999999998,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394953,2.33e-08,38.6,8.39e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394956,2.36e-08,38.6,8.42e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394959,2.31e-08,38.5,8.5e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394962,2.4e-08,36.9,8.51e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394965,2.29e-08,38.6,8.43e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394966,2.1525e-08,38.6,8.447499999999999e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394969,1.74e-08,38.6,8.5e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394972,2.26e-08,38.5,8.53e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394975,2.23e-08,38.6,8.48e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394978,2.17e-08,38.5,8.51e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394979,2.21e-08,38.525,8.51e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394982,2.33e-08,38.6,8.51e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394985,2.37e-08,38.6,8.5e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394988,2.32e-08,38.6,6.36e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394991,2.48e-08,38.5,8.54e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394994,2.33e-08,38.6,8.51e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394995,2.3274999999999998e-08,38.575,8.51e-07,23.575000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623394998,2.32e-08,38.5,8.51e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395001,2.34e-08,38.5,8.52e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395004,2.39e-08,38.5,8.54e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395007,2.27e-08,38.6,8.55e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395008,2.2800000000000002e-08,38.375,8.5325e-07,23.325000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395011,2.31e-08,37.7,8.48e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395014,2.22e-08,38.5,8.55e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395017,2.21e-08,38.5,8.48e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395020,2.19e-08,37.6,8.41e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395023,2.23e-08,38.6,8.41e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395024,2.2175e-08,38.6,8.414999999999999e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395027,2.18e-08,38.6,8.43e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395030,2.33e-08,38.6,8.45e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395033,2.23e-08,38.6,8.5e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395036,2.28e-08,38.2,8.52e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395039,2.25e-08,38.6,8.54e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395040,2.115e-08,38.6,8.5425e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395043,1.71e-08,38.6,8.55e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395046,2.2e-08,38.5,8.52e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395049,2.26e-08,38.6,8.51e-07,23.2,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395052,2.24e-08,37.9,8.49e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395056,2.36e-08,38.6,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395059,2.33e-08,37.9,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395062,2.31e-08,38.5,8.42e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395065,2.33e-08,38.6,8.43e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395068,2.28e-08,38.4,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395069,2.295e-08,38.449999999999996,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395072,2.34e-08,38.6,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395075,2.27e-08,38.1,8.43e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395078,2.26e-08,38.6,8.44e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395081,2.16e-08,37.8,8.45e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395084,2.32e-08,38.6,8.49e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395085,2.3e-08,38.6,8.492500000000001e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395088,2.24e-08,38.6,8.5e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395091,2.24e-08,38.6,8.5e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395094,2.26e-08,38.5,8.47e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395097,2.32e-08,38.5,8.52e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395098,2.3e-08,38.5,8.495e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395101,2.24e-08,38.5,8.42e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395104,2.3e-08,38.6,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395107,2.24e-08,38.5,6.34e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395110,2.22e-08,38.5,8.44e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395113,2.27e-08,38.6,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395114,2.2675000000000003e-08,38.6,8.3875e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395117,2.26e-08,38.6,8.38e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395120,2.34e-08,38.5,8.39e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395123,2.37e-08,38.5,8.49e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395126,2.27e-08,37.6,8.38e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395130,2.26e-08,38.6,8.5e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395133,2.16e-08,38.6,8.41e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395136,2.18e-08,38.6,8.36e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395139,2.28e-08,38.5,8.42e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395142,2.22e-08,38.6,8.47e-07,23.8,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395146,2.19e-08,38.6,8.47e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395149,2.14e-08,38.4,8.43e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395152,2.16e-08,38.6,8.42e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395155,2.26e-08,38.6,8.44e-07,23.8,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395158,2.23e-08,38.5,8.44e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395159,2.2699999999999998e-08,38.425,8.4425e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395162,2.39e-08,38.2,8.45e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395165,2.35e-08,38.6,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395168,2.36e-08,38.6,6.26e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395171,2.31e-08,38.5,8.35e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395174,2.3e-08,37.4,8.37e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395175,2.1475e-08,37.675,8.397500000000001e-07,23.65,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395178,1.69e-08,38.5,8.48e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395181,2.29e-08,38.5,8.49e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395184,2.26e-08,38.5,8.42e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395187,2.22e-08,38.6,8.5e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395191,2.22e-08,38.1,8.42e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395194,2.18e-08,38.3,8.43e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395197,2.2e-08,38.5,8.46e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395200,2.19e-08,38.6,8.45e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395203,2.23e-08,38.6,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395204,2.24e-08,38.6,8.392500000000001e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
