,BER_SPO1/18/11,OSNR_SPO1/18/11,BER_SPO2/18/11,OSNR_SPO2/18/11,InputPower_Ampli1,OutputPower_Ampli1,InputPower_Ampli2,OutputPower_Ampli2,InputPower_Ampli3,OutputPower_Ampli3,InputPower_Ampli4,OutputPower_Ampli4,Failure
1623413463,2.3e-08,38.6,6.31e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413464,2.285e-08,38.6,6.8325e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413467,2.24e-08,38.6,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413470,2.39e-08,38.6,8.4e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413473,2.29e-08,38.6,8.42e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413476,2.25e-08,38.6,8.44e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413479,2.34e-08,38.5,8.38e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413480,2.34e-08,38.225,8.377499999999999e-07,23.575000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413483,2.34e-08,37.4,8.37e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413486,2.27e-08,38.5,8.44e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413489,2.33e-08,38.6,8.43e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413492,2.24e-08,38.5,6.3e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413493,2.2599999999999997e-08,38.5,6.815000000000001e-07,23.65,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413496,2.32e-08,38.5,8.36e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413499,2.33e-08,38.6,8.38e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413502,1.73e-08,38.5,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413505,2.38e-08,37.4,8.41e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413508,2.28e-08,38.3,8.41e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413509,2.2975e-08,38.375,8.414999999999999e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413512,2.35e-08,38.6,8.43e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413515,2.4e-08,38.6,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413518,2.29e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413521,2.3e-08,38.5,6.29e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413522,2.32e-08,38.525,6.800000000000001e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413525,2.38e-08,38.6,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413528,2.37e-08,38.5,8.33e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413531,1.72e-08,38.6,8.32e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413534,2.32e-08,38.5,8.41e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413537,2.38e-08,38.5,8.39e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413538,2.375e-08,38.525,8.382500000000001e-07,23.349999999999998,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413541,2.36e-08,38.6,8.36e-07,23.2,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413544,2.45e-08,38.6,8.3e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413547,2.48e-08,38.6,8.31e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413550,2.39e-08,38.6,8.39e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413554,2.42e-08,38.6,8.33e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413557,2.35e-08,38.5,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413560,2.37e-08,38.5,8.24e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413563,2.37e-08,38.6,8.34e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413566,2.34e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413567,2.3375000000000003e-08,38.6,8.325e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413570,2.33e-08,38.6,8.28e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413573,2.35e-08,38.5,8.33e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413576,2.28e-08,38.5,8.28e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413579,2.21e-08,38.6,8.25e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413582,2.28e-08,38.5,8.35e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413583,2.2925000000000002e-08,38.5,8.325000000000001e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413586,2.33e-08,38.5,8.25e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413589,2.36e-08,38.6,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413592,1.72e-08,38.5,8.45e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413595,2.31e-08,38.5,8.35e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413598,2.38e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413599,2.37e-08,38.6,8.345e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413602,2.34e-08,38.6,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413605,2.33e-08,38.6,8.27e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413608,2.35e-08,38.6,8.25e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413611,2.34e-08,38.6,8.27e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413615,2.2e-08,38.6,8.24e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413618,2.37e-08,38.5,8.25e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413621,2.39e-08,38.6,8.24e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413624,2.32e-08,38.6,8.2e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413627,2.27e-08,38.5,6.19e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413628,2.2625000000000002e-08,38.525,6.7125e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413631,2.24e-08,38.6,8.28e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413634,2.32e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413637,2.31e-08,38.6,8.27e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413640,2.32e-08,38.5,8.3e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413644,2.33e-08,38.6,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413647,2.29e-08,37.9,8.28e-07,23.2,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413650,2.32e-08,38.6,8.33e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413653,2.4e-08,38.5,8.3e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413656,2.38e-08,37.1,6.27e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413657,2.3850000000000002e-08,37.475,6.7725e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413660,2.4e-08,38.6,8.28e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413663,2.28e-08,38.6,8.31e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413666,2.43e-08,38.5,8.29e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413669,2.36e-08,37.8,8.32e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413672,2.37e-08,38.5,8.3e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413673,2.3649999999999997e-08,38.5,8.292499999999999e-07,23.575000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413676,2.35e-08,38.5,8.27e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413679,2.24e-08,38.6,8.31e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413682,2.32e-08,38.6,8.24e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413685,2.34e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413686,2.345e-08,38.575,8.235e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413689,2.36e-08,38.5,8.25e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413692,2.38e-08,38.5,8.31e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413695,2.32e-08,38.5,8.29e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413698,2.3e-08,38.5,8.28e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413701,2.27e-08,38.6,6.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413702,2.29e-08,38.6,6.715e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413705,2.35e-08,38.6,8.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413708,2.24e-08,38.5,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413711,2.31e-08,38.6,8.26e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413714,2.38e-08,38.6,8.27e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413717,2.22e-08,38.5,8.19e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413718,2.2275e-08,38.525,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413721,2.25e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413724,2.23e-08,38.5,8.24e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413727,1.7e-08,38.6,8.29e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413730,2.25e-08,38.6,8.26e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413733,2.2e-08,38.6,8.24e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413734,2.1949999999999998e-08,38.575,8.24e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413737,2.18e-08,38.5,8.24e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413740,2.19e-08,37.4,8.28e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413743,2.27e-08,38.5,8.24e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413746,2.32e-08,36.8,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413747,2.3175e-08,37.25,8.2075e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413750,2.31e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413753,2.38e-08,38.6,8.27e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413756,2.31e-08,38.6,8.21e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413759,2.26e-08,38.6,8.27e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413762,2.3e-08,38.6,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413763,2.33e-08,38.6,8.165e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413766,2.42e-08,38.6,8.18e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413769,2.38e-08,38.5,8.16e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413772,2.29e-08,38.5,8.22e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413775,2.29e-08,38.6,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413776,2.2925000000000002e-08,38.575,8.2075e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413779,2.3e-08,38.5,8.23e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413782,2.21e-08,38.5,8.15e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413785,2.36e-08,38.5,8.13e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413788,2.28e-08,38.6,8.18e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413791,2.41e-08,38.6,6.12e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413792,2.3850000000000002e-08,38.575,6.625e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413795,2.31e-08,38.5,8.14e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413798,2.36e-08,38.6,8.12e-07,23.8,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413801,2.32e-08,38.6,8.15e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413804,2.34e-08,38.6,8.18e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413808,2.41e-08,38.5,8.14e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413811,2.33e-08,38.5,8.13e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413814,2.34e-08,38.6,8.12e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413817,2.39e-08,38.5,8.13e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413820,2.25e-08,38.5,8.15e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413821,2.2575000000000002e-08,38.5,8.142500000000001e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413824,2.28e-08,38.5,8.12e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413827,2.37e-08,38.6,8.1e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413830,2.31e-08,38.6,8.15e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413833,2.3e-08,37.9,8.12e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413836,2.29e-08,38.6,8.18e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413837,2.2975e-08,38.6,8.175e-07,23.35,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413840,2.32e-08,38.6,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413843,2.31e-08,38.6,8.18e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413846,2.29e-08,38.6,8.19e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413849,2.35e-08,38.5,8.16e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413853,2.44e-08,38.6,8.17e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413856,2.34e-08,38.5,8.15e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413859,2.28e-08,38.6,8.21e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413862,2.27e-08,38.5,8.21e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413865,2.39e-08,38.6,6.17e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413866,2.385e-08,38.6,6.669999999999999e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413869,2.37e-08,38.6,8.17e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413872,2.29e-08,38.6,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413875,2.22e-08,38.5,8.16e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413878,2.32e-08,38.5,8.21e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413882,2.32e-08,38.6,8.22e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413885,2.27e-08,38.6,8.24e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413888,2.27e-08,38.5,8.26e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413891,2.37e-08,38.6,8.17e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413894,2.37e-08,38.5,8.18e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413895,2.36e-08,38.5,8.185000000000001e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413898,2.33e-08,38.5,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413901,2.34e-08,38.5,8.19e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413904,2.38e-08,38.6,8.11e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413907,2.37e-08,38.6,8.17e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413910,2.3e-08,38.5,8.21e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413911,2.335e-08,38.5,8.2175e-07,23.575000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413914,2.44e-08,38.5,8.24e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413917,2.37e-08,38.6,8.26e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413920,1.83e-08,38.5,8.27e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413923,2.37e-08,38.6,8.23e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413926,2.27e-08,38.6,8.19e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413927,2.265e-08,38.550000000000004,8.194999999999999e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413930,2.25e-08,38.4,8.21e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413933,2.38e-08,38.1,8.27e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413936,2.32e-08,38.6,8.22e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413939,2.32e-08,38.6,8.21e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413940,2.315e-08,38.575,8.207499999999999e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413943,2.3e-08,38.5,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413946,2.33e-08,38.6,8.28e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413949,1.71e-08,38.5,8.23e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413952,2.32e-08,38.6,8.21e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413955,2.26e-08,38.6,8.22e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413956,2.2699999999999998e-08,38.575,8.227500000000001e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413959,2.3e-08,38.5,8.25e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413962,2.18e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413965,2.33e-08,38.6,8.15e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413968,2.25e-08,38.6,8.22e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413969,2.2750000000000002e-08,38.575,8.215000000000001e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413972,2.35e-08,38.5,8.2e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413975,2.27e-08,38.5,8.15e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413978,2.29e-08,38.5,8.21e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413981,2.28e-08,38.5,8.18e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413984,2.18e-08,38.6,6.1e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413985,2.2050000000000002e-08,38.575,6.609999999999999e-07,23.375,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413988,2.28e-08,38.5,8.14e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413991,2.39e-08,38.6,8.19e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413994,2.45e-08,38.6,8.17e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623413997,2.37e-08,38.5,8.22e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414000,2.34e-08,38.6,8.159999999999999e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414001,2.3300000000000003e-08,38.6,8.14e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414004,2.3e-08,38.6,8.21e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414007,2.38e-08,38.6,8.22e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414010,2.22e-08,38.5,8.18e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414013,2.24e-08,38.5,8.21e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623414017,2.31e-08,38.0,8.24e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
